access_id,object_id,techno_complex,site_name,location,country,longitude,latitude,layer,dating_method,date_bp_max_min,excavation_year,material,object_type,length_mm,width_mm,depth_mm,preservation,short_description,references,line,obline,radline,dashline,circumline,notch,obnotch,radnotch,circumnotch,dot,cupule,cross,rhombus,grid,hatching,zigzag,zigzagrow,rectangle,hashtag,maccaroni,v,circumspiral,vulva,anthropomorph,zoomorph,paw,concenline,pinleft,pinright,star,other,sign_coding
599,vhc0119,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,,ivory,possible figurine,9.0,5.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
617,vhc0137,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2010,ivory,possible flute,14.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 32.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
604,vhc0124,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,bone,undetermined,39.0,7.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
594,vhc0114,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,ivory,undetermined,40.0,23.0,8.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
677,spy0006,Aurignacien,Spy,Spy (Namur),Belgium,4.673000,50.481000,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,bone,point,,,,fragmented,engraved sagaie point,Pirson S. et al. 2013; Otte M. 1979: p. 291 fig. 118.2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
628,vhc0147,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,figurine zoomorph,68.0,24.0,14.0,fragmented,,Dutkiewicz E. 2019: Taf. 14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
602,vhc0122,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,bone,tube/flute,11.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
638,vhc0157,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,figurine zoomorph,70.0,54.0,23.0,fragmented,,Dutkiewicz E. 2019: Taf. 17a-17b,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
608,vhc0128,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,ivory,undetermined,12.0,7.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
671,trm0010,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,bone,tube,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
668,trm0007,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,Niveu 1°?,C14,28640±480 - 25080±320,,antler,rod/bâton,,,,fragmented,Worked antler rod with incisions,Lejeune M. 2007; Otte M. 1979: p. 153 fig. 50.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
596,vhc0116,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,ivory,undetermined,18.0,9.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
621,vhc0141,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,bone,tube/flute,19.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
678,spy0007,Aurignacien,Spy,Spy (Namur),Belgium,4.673000,50.481000,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,bone,awl,,,,fragmented,Poinçons encochés,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
679,spy0008,Aurignacien,Spy,Spy (Namur),Belgium,4.673000,50.481000,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,bone,awl,,,,fragmented,Poinçons encochés,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
550,vhc0073,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,ivory,possible figurine,16.0,9.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
680,spy0009,Aurignacien,Spy,Spy (Namur),Belgium,4.673000,50.481000,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,bone,awl,,,,fragmented,Poinçons encochés,Pirson S. et al. 2013; Otte M. 1979: p. 294 fig. 120.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
583,vhc0104,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,ivory,undetermined,9.0,2.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
603,vhc0123,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,ivory,rod/bâton,25.0,6.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,tdc0001,Aurignacien,Tuto de Camalhot,Saint-Jean-de-Verges,France,1.611389,43.014444,,C14,34750,1927-1934,ivory,personal ornament,,,,complete,decorated ovoid ivory pendant,Bourrillon R. et al. 2016: p.14 fig. 15.1; Vanhaeren M. & d’Errico F 2016: p. 1112 fig. 148; Maroto J. et al. 2002,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
619,vhc0139,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2012,ivory,undetermined,45.0,18.0,7.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
609,vhc0129,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,bone,tube/flute,15.0,5.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
627,vhc0146,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,figurine zoomorph,48.0,25.0,8.0,fragmented,,Dutkiewicz E. 2019: Taf. 13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
304,ver0001,Aurignacien,Grotte de la Verpillière I,Germolles,France,4.741500,46.808900,,C14,34010±610 - 29020±170,,bone,spatula/lissoir,196.0,,,almost complete,medial fragment of a rib engraved with parallel incisions,Floss H et al. 2013; Dutkiewicz E. 2011: p. 89 fig. 69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,ver0004,Aurignacien,Grotte de la Verpillière I,Germolles,France,4.741500,46.808900,,C14,34010±610 - 29020±170,,bone,other,,,,fragmented,,Floss H et al. 2013; Dutkiewicz E. 2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
611,vhc0131,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2005,bone,tube/flute,17.0,7.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
374,ver0003,Aurignacien,Grotte de la Verpillière I,Germolles,France,4.741500,46.808900,,C14,34010±610 - 29020±170,,ivory,personal ornament,,,,fragmented,Ivory ring decorated with sub-parallel lines,Floss H et al. 2013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
612,vhc0132,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,bone,awl,52.0,11.0,8.0,almost complete,,Dutkiewicz E. 2019: Taf. 46.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,tdc0002,Aurignacien,Tuto de Camalhot,Saint-Jean-de-Verges,France,1.611389,43.014444,,C14,34750,1927-1934,bone,spatula/lissoir,,,,fragmented,,San Juan C. et al.  2007: p. 103 fig. 1; Maroto J. et al. 2002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297,trm0003,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,ivory,personal ornament,,,,fragmented,broken ivory ring,Lejeune M. 2007: p. 135 fig. 9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,trm0004,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,3° niveau,C14,28640±480 - 25080±320,,antler,undetermined,,,,fragmented,Bloc de craie sculpté en bas-reliefet bois de renne gravé,Lejeune M. 2007: p. 137; Dewez M. 1985,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,
296,trm0002,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,undetermined,awl,,,,almost complete,,Lejeune M. 2007: p. 135 fig. 2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
674,trm0013,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,ivory,rod/bâton,,,,almost complete,decorated ivory rod,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
673,trm0012,Aurignacien,Trou Magrite,Dinant Pont-à-Lesse,Belgium,4.913611,50.222200,,C14,28640±480 - 25080±320,,bone,undetermined,,,,fragmented,engraved bone fragment,Lejeune M. 2007;Otte M. 1979: p. 161 fig. 55.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,ver0002,Aurignacien,Grotte de la Verpillière I,Germolles,France,4.741500,46.808900,,C14,34010±610 - 29020±170,,bone,spatula/lissoir,50.0,18.0,,fragmented,Knochen mit parallelen Ritzungen aus der Kollektion Gros,Floss H et al. 2013; Dutkiewicz E. 2011: p. 86 fig. 62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
625,vhc0144,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,ivory,figurine zoomorph,62.0,23.0,8.0,fragmented,,Dutkiewicz E. 2019: Taf. 28.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
601,vhc0121,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2006,bone,tube/flute,36.0,11.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
622,vhc0142,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,ivory,undetermined,81.0,28.0,17.0,fragmented,,Dutkiewicz E. 2019: Taf. 55.6-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
623,vhc0143,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,bone,undetermined,60.0,10.0,2.0,almost complete,,Dutkiewicz E. 2019: Taf. 58.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
610,vhc0130,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,bone,tube/flute,21.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
600,vhc0120,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,ivory,possible figurine,12.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
626,vhc0145,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,figurine zoomorph,50.0,32.0,22.0,almost complete,,Dutkiewicz E. 2019: Taf. 12a-12b,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
618,vhc0138,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2010,bone,tube/flute,17.0,6.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
616,vhc0136,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2010,bone,flute,15.0,6.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 34.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
615,vhc0135,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2010,bone,spatula/lissoir,30.0,10.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 45.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
614,vhc0134,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2010,bone,possible figurine,11.0,4.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 29.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
613,vhc0133,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2005,bone,flute,17.0,5.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 34.10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
624,vhc0169,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,bone,spatula/lissoir,47.0,8.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 45.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
634,vhc0153,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,rod/bâton,6.0,1.0,1.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
642,vhc0161,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,bâton percé,237.0,41.0,13.0,almost complete,,Dutkiewicz E. 2019: Taf. 49; Riek G. 1934; Hahn J. 1977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
641,vhc0160,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,antler,antler object,69.0,36.0,29.0,almost complete,,Dutkiewicz E. 2019: Taf. 40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
629,vhc0148,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,,C14,35810±710 - 25900±260,1950,sandstone,possible figurine,54.0,40.0,32.0,complete,,Dutkiewicz E. 2019: Taf. 30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
639,vhc0158,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,ivory,figurine zoomorph,87.0,34.0,11.0,fragmented,,Dutkiewicz E. 2019: Taf. 19a-19b,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
474,vhc0001,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2010,ivory,rod/bâton,28.0,12.0,6.0,fragmented,,Dutkiewicz E. 2019: Taf. 51.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
637,vhc0156,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,ivory,figurine anthropomorph,69.0,19.0,10.0,fragmented,,Dutkiewicz E. 2019: Taf. 18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
605,vhc0125,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,ivory,undetermined,8.0,5.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 57.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
635,vhc0154,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,figurine zoomorph,65.0,26.0,11.0,fragmented,,Dutkiewicz E. 2019: Taf. 15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
645,vhc0164,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,ivory,bâton percé,95.0,30.0,10.0,fragmented,,Dutkiewicz E. 2019: Taf. 50; Riek G. 1934; Hahn J. 1977,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
633,vhc0152,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,ivory,bâton percé,133.0,31.0,10.0,almost complete,,Dutkiewicz E. 2019: Taf. 48; Riek G. 1934; Hahn J. 1977,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
632,vhc0151,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,fossil,undetermined,77.0,24.0,26.0,almost complete,,Dutkiewicz E. 2019: Taf. 58.2-4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
631,vhc0150,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,V,C14,35810±710 - 25900±260,1931,bone,spatula/lissoir,77.0,12.0,5.0,almost complete,second part of lissoir 38/68-90.1,Dutkiewicz E. 2019: Taf. 42.3-4; Riek G. 1934; Hahn J. 1977,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
630,vhc0149,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,ivory,undetermined,38.0,14.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 55.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
598,vhc0118,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2011,bone,flute,19.0,4.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 34.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
640,vhc0159,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,IV,C14,32030±280 - 26160±150,1931,ivory,figurine zoomorph,72.0,53.0,14.0,fragmented,,Dutkiewicz E. 2019: Taf. 20a-20b,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
588,vhc0108,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HU/KS,C14,35810±710 - 25900±260,2005,bone,undetermined,15.0,4.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
691,spy0020,Aurignacien,Spy,Spy (Namur),Belgium,4.673000,50.481000,C or “second fauna-bearing level”,C14,36250+500/-500 - 32830+200/-190,,bone,undetermined,,,,fragmented,decorated fragment of bone,Pirson S. et al. 2013; Otte M. 1979: p. 299 fig. 125.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
522,vhc0046,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,antler,awl,39.0,9.0,5.0,fragmented,,Dutkiewicz E. 2019: Taf. 46.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523,vhc0047,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2008,ivory,undetermined,11.0,5.0,1.0,fragmented,,Dutkiewicz E. 2019: Taf. 56.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
524,vhc0048,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2009,bone,tube/flute,6.0,6.0,4.0,fragmented,,Dutkiewicz E. 2019: Taf. 36.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
525,vhc0173,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,bone,undetermined,25.0,8.0,3.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
526,vhc0049,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HL/KS,C14,35810±710 - 25900±260,2007,bone,spatula/lissoir,90.0,11.0,5.0,almost complete,,Dutkiewicz E. 2019: Taf. 42; Hahn J. 1977,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
554,vhc0077,Aurignacien,Vogelherd,Niederstotzingen-Stetten,Germany,10.194000,48.559000,HU/KS,C14,35810±710 - 25900±260,2007,bone,undetermined,15.0,5.0,2.0,fragmented,,Dutkiewicz E. 2019: Taf. 59.10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
